,Movie,Year,IMDB,Metascore,Vote,Runtime,Genre
331,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
332,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
333,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
334,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
335,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
336,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
337,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
338,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
339,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
340,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
341,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
342,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
343,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
344,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
345,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
346,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
347,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
348,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
349,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
350,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
351,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
352,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
353,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
354,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
355,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
356,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
357,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
358,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
359,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
360,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
361,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
362,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
363,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
364,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
365,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
366,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
367,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
368,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
369,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
370,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
371,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
372,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
373,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
374,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
375,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
376,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
377,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
378,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
379,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
380,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
381,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
382,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
383,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
384,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
385,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
386,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
387,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
388,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
389,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
390,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
391,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
392,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
393,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
394,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
395,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
396,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
397,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
398,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
399,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
400,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
401,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
402,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
403,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
404,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
405,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
406,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
407,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
408,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
409,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
410,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
411,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
412,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
413,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
414,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
415,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
416,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
417,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
418,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
419,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
420,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
421,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
422,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
423,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
424,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
425,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
426,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
427,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
428,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
429,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
430,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
431,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
432,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
433,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
434,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
435,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
436,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
437,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
438,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
439,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
440,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
441,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
442,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
443,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
444,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
445,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
446,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
447,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
448,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
449,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
450,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
451,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
452,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
453,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
454,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
455,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
456,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
457,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
458,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
459,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
460,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
461,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
462,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
463,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
464,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
465,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
466,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
467,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
468,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
469,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
470,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
471,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
472,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
473,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
474,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
475,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
476,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
477,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
478,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
479,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
480,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
481,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
482,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
483,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
484,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
485,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
486,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
487,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
488,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
489,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
490,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
491,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
492,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
493,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
494,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
495,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
496,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
497,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
498,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
499,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
500,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
501,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
502,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
503,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
504,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
505,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
506,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
507,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
508,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
509,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
510,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
511,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
512,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
513,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
514,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
515,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
516,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
517,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
518,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
519,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
520,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
521,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
522,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
523,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
524,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
525,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
526,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
527,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
528,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
529,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
530,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
531,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
532,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
533,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
534,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
535,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
536,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
537,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
538,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
539,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
540,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
541,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
542,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
543,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
544,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
545,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
546,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
547,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
548,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
549,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
550,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
551,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
552,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
553,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
554,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
555,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
556,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
557,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
558,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
559,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
560,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
561,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
562,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
563,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
564,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
565,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
566,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
567,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
568,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
569,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
570,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
571,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
572,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
573,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
574,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
575,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
576,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
